"fig_id","description"
"fig-004547","Archer (Crusader Lion) - Blue Legs"
"fig-004548","Bart Simpson with Half Closed Eyes"
"fig-004549","Marge Simpson"
"fig-004550","Chief Wiggum"
"fig-004551","Knight (Crusader Axe) - Blue Legs, Neck-Protector"
"fig-004552","Apu Nahasapeemapetilon"
"fig-004553","Snake"
"fig-004555","Robin with Very Short Cape (3626cpr1766 Head)"
"fig-004556","Guard"
"fig-004557","Two-Face in Orange and Purple Suit"
"fig-004558","Two-Face's Henchman in Orange and Purple Outfit with Glasses"
"fig-004559","Two-Face's Henchman in Orange and Purple Outfit with Beard"
"fig-004560","Wonder Woman - Blocked Open Stud Head"
"fig-004561","Lex Luthor - Black Suit, 3626b Head"
"fig-004562","Poison Ivy with Hair Over Shoulder"
"fig-004563","Bane, Black Head, Light Nougat Hands"
"fig-004564","Bruce Wayne, Sand Blue Suit"
"fig-004565","Knight (Crusader Axe) - Red Legs, Neck-Protector"
"fig-004566","Archer (Crusader Lion) - Red Legs, Dark Gray Chin-Guard"
"fig-004567","Knight (Crusader Lion) - Blue Legs, Chin-Guard"
"fig-004568","Knight (Crusader Lion) - Red Legs, Chin-Guard"
"fig-004569","Archer (Crusader Axe) - Blue Legs"
"fig-004570","Archer (Crusader Lion) - Red Legs, Black Chin-Guard"
"fig-004571","Knight (Crusader Axe) - Light Gray Legs"
"fig-004572","Knight (Crusader Axe) - Red Legs, Chin-Guard"
"fig-004573","Knight (Crusader Lion) - Red Legs, Black Neck-Protector"
"fig-004574","Archer (Crusader Axe) - Red Legs"
"fig-004575","Knight (Crusader Axe) - Red Legs, Plastic Cape"
"fig-004576","Knight (Crusader Lion) - Black Legs"
"fig-004577","Knight (Crusader Lion) - Light Gray Legs, Plastic Cape"
"fig-004578","Archer (Crusader Lion) - Light Gray Legs"
"fig-004579","Krypto the Superdog"
"fig-004580","Lobo"
"fig-004581","Loki, Dark Bluish Gray Outfit"
"fig-004582","Deadpool"
"fig-004583","Wolverine"
"fig-004584","Magneto, Red Outfit"
"fig-004585","Captain America with Dark Blue Head"
"fig-004586","Chitauri Foot Soldier"
"fig-004587","Chitauri General"
"fig-004588","Catwoman with Purple Lips"
"fig-004589","Batman, Light Bluish Gray Suit, Dark Blue Wings and Cowl"
"fig-004590","Hulk (Big Fig), Black Hair, Dark Tan Pants"
"fig-004591","Black Widow, Black Jumpsuit, Blue Highlights"
"fig-004592","Iron Man Mark 7 Armor, No Red Panels"
"fig-004593","Iron Fist"
"fig-004594","Dr. Octopus / Doc Ock with Red Sunglasses and Light Bluish Gray Suit"
"fig-004596","The Penguin"
"fig-004598","The Joker in Prison Clothes with Belt"
"fig-004599","Scarecrow with Dark Brown Legs"
"fig-004601","Robin with Black Hood and Cape"
"fig-004603","Dr. Harleen Quinzel (Harley Quinn)"
"fig-004604","Batman, Black Suit, Black Cowl, Wings, White Headband"
"fig-004605","Iron Patriot"
"fig-004606","Batman, Black Suit, Black Cape and Cowl, Utility Belt (3626cpr9996 Head)"
"fig-004608","The Joker with Long Coattails with Neck Bracket"
"fig-004609","Ned Leeds with Dark Red Plaid Shirt and Dark Blue Legs"
"fig-004610","Maria Hill with Black Jacket and Dark Blue Legs"
"fig-004611","Spider-Man with Dual Molded Legs with Red Boots"
"fig-004612","Batman, Clown Outfit"
"fig-004613","Batman, White Suit, Gold Cape and Cowl (Roller Disco Batman)"
"fig-004615","Mr. Freeze (60's TV Series)"
"fig-004616","Nick Fury, Young"
"fig-004617","Captain Marvel in Kree Starforce Uniform"
"fig-004618","Barbara Gordon in SWAT Vest"
"fig-004619","Commissioner James Gordon with Red Sash"
"fig-004620","Dick Grayson in Tuxedo"
"fig-004621","Poison Ivy with Cloth Skirt"
"fig-004623","The Joker with Long Coattails, and Fang"
"fig-004624","Tarantula"
"fig-004625","Zebra-Man"
"fig-004626","Killer Croc, Blue Pants (Big Fig)"
"fig-004627","Batgirl, Dark Purple Suit, Yellow Cape, Dark Purple Cowl (3626cpr2096)"
"fig-004628","The Joker with Dark Purple Vest and Bright Light Orange Shirt"
"fig-004629","Kabuki Twin"
"fig-004630","Man-Bat"
"fig-004632","Robin with Green Eyes (LEGO Batman Movie)"
"fig-004633","Mayor McCaskill"
"fig-004634","Catwoman with Utility Belt"
"fig-004635","Security Guard with Helmet, Visor, and Air Tanks"
"fig-004636","Mr. Freeze with Red Goggles and Shoulder Armor"
"fig-004638","Harley Quinn with Black and Red Tutu"
"fig-004639","Two-Face (LEGO Batman Movie)"
"fig-004640","GCPD Officer in SWAT Gear, Female"
"fig-004641","GCPD Officer in SWAT Gear, Male"
"fig-004642","Batman, Black Suit, Black Cape and Cowl, Utility Belt (3626cpr2287 Head)"
"fig-004643","Mutant Leader"
"fig-004644","Bane (Big Fig)"
"fig-004645","Scarecrow with Sand Blue Legs"
"fig-004646","Batman, Black Suit, Black Cowl, Wings, Black Headband"
"fig-004647","The Riddler in Prison Clothes"
"fig-004648","Two-Face in Prison Clothes"
"fig-004650","The Joker in Prison Clothes with 'Arkham' on Back"
"fig-004651","Robin with Green Eyes (LEGO Batman Movie)"
"fig-004652","Poison Ivy in Prison Clothes"
"fig-004653","Catwoman in Prison Clothes"
"fig-004654","Barbara Gordon in Pinstripe Vest and Holster"
"fig-004655","Arkham Asylum Statue"
"fig-004657","Dr. Harleen Quinzel (Harley Quinn) with Red Glasses"
"fig-004658","GCPD Officer, Female"
"fig-004659","GCPD Officer, Male"
"fig-004660","Aaron Cash"
"fig-004661","The Penguin with Fur Collar and Scowl"
"fig-004662","Scarecrow in Pizza Delivery Outfit"
"fig-004663","Security Guard"
"fig-004664","Bruce Wayne, White Tuxedo"
"fig-004665","Alfred Pennyworth, Balding, Dark Blue Suit with Pinstripe Vest"
"fig-004666","Batman, Light Bluish Gray Suit, Dark Blue Cape and Cowl, Boxing Outfit"
"fig-004667","Batman, Scuba Outfit"
"fig-004668","Batman, Gold Tuxedo, Gold Cape and Cowl"
"fig-004669","Viking Warrior - Armour, Sand Blue Arms, Blue Legs"
"fig-004670","Viking Warrior - Armour, Battle Axe on Torso, Sand Green Arms, Dark Green Legs"
"fig-004671","Viking Warrior - Breast Plate, Dark Green Legs"
"fig-004672","Viking Warrior - Armour, Light Bluish Grey Arms"
"fig-004673","Viking King - Armour, Red Legs, Black Cape"
"fig-004674","Viking Warrior - Armour, Bare Arms, Black Legs"
"fig-004675","Viking Warrior - Black Breast Plate, Dark BLue Legs"
"fig-004676","Viking King - Armour, Black Legs, Red Cape"
"fig-004677","Viking Warrior - Breast Plate, Black Legs"
"fig-004678","Viking Warrior - Armour, Battle Axe on Torso, Sand Green Arms, Dark Green Legs, Gray Hair"
"fig-004679","Viking Warrior - Armour, Sand Blue Arms. Blue Legs"
"fig-004680","Viking Warrior - Breast Plate, Dark Blue Legs"
"fig-004681","Viking Warrior - Armour, Belts, Dark Blue Arms, Black Legs"
"fig-004682","Viking Warrior - Armour, Belts, Dark Blue Arms, Dark Gray Legs"
"fig-004683","Viking Warrior - Armour, Sand Blue Arms, Black  Legs"
"fig-004684","Viking Warrior - Armour, Battle Axe on Torso, Sand Green Arms, Dark Green Legs, Light Gray Hair"
"fig-004685","Viking King - Armour, Reddish Brown Legs"
"fig-004686","Viking Warrior - Armour, Dark Red Arms, Reddish Brown Legs"
"fig-004687","Viking Warrior - Armour, Bare Arms, Dark Green Legs"
"fig-004688","Man - Red/White Striped Shirt, Red Arms, Blue Legs, Black Hat"
"fig-004689","Woman - Red Torso, Black Legs"
"fig-004690","Man - Red/White Striped Shirt, Red Arms, White Legs, Red Hat"
"fig-004691","Man - Blue Torso, Light Grey Legs"
"fig-004692","Racer - White Torso with Red/Blue Stripes, White Legs, White Helmet"
"fig-004693","Man - White Torso, Blue Overall, Green Cap"
"fig-004694","Woman - Blue Jogging Suit"
"fig-004695","Man - White Torso, Black Legs, Blue Cap"
"fig-004696","LEGOLAND White"
"fig-004697","LEGOLAND Red"
"fig-004698","Man - Red Torso, Light Grey Legs"
"fig-004699","Woman - Red/White Striped Shirt, White Arms, Black Legs"
"fig-004700","Woman - Red/White Striped Shirt, White Arms, Red Legs (3626b Head)"
"fig-004701","Trolls - Poppy with Cupcake, Flower"
"fig-004702","Trolls - Poppy with Cupcake, Swirl"
"fig-004703","Trolls - Poppy"
"fig-004704","Trolls - Cooper with Medium Azure Sunglasses"
"fig-004705","Trolls - Poppy with Hairbrush"
"fig-004706","Trolls - Hickory"
"fig-004707","Trolls - Branch with Yellow Sunglasses"
"fig-004708","Terry Top - Possessed Form"
"fig-004709","Trolls - Biggie & Mr. Dinkels"
"fig-004710","Trolls - Branch with Medium Azure Sunglasses"
"fig-004711","Soldier (Bluecoat) - Admiral"
"fig-004712","Soldier (Bluecoat) - Sergeant, Stubble"
"fig-004713","Soldier (Bluecoat) - Sweating, Hat"
"fig-004714","Soldier (Bluecoat) - Sergeant, Brown Goatee"
"fig-004715","Soldier (Bluecoat) - Smile"
"fig-004716","Soldier (Bluecoat) - Lopsided Smile"
"fig-004717","Soldier (Bluecoat) - Grin"
"fig-004718","Soldier (Bluecoat) - Governor"
"fig-004719","Soldier (Bluecoat) - Reddish Brown Hair"
"fig-004720","Soldier (Bluecoat) - Black Hair"
"fig-004721","Soldier (Bluecoat) - Tan Hair"
"fig-004722","Soldier (Bluecoat) - Admiral, Chess King"
"fig-004723","Soldier (Imperial Armada) - Green"
"fig-004724","Soldier (Imperial Armada) - Red, Captain"
"fig-004725","Soldier (Imperial Armada) - Green, Captain"
"fig-004726","Soldier (Imperial Armada) - Red, Backpack"
"fig-004727","Trolls - Poppy with Yellow Flower"
"fig-004728","Trolls - Cooper with Yellow Flower"
"fig-004729","Trolls - Branch"
"fig-004730","Trolls - Guy Diamond"
"fig-004731","Trolls - Tiny Diamond"
"fig-004732","Trolls - Mermaid"
"fig-004733","Trolls - Poppy with Dark Blue Shirt"
"fig-004734","Trolls - Barb"
"fig-004735","Trolls - Branch with Sad Face"
"fig-004736","Blacktron II - Jetpack, 3626b Head, No Plate 1 x 1 Round"
"fig-004737","C-3PO, Santa Jacket and White Beard"
"fig-004738","Assassin Droid, Dark Bluish Gray"
"fig-004739","Worker - Orange Safety Vest, Blue Legs, Red Helmet, Glasses"
"fig-004740","Worker - Orange Safety Vest, Blue Legs, Red Helmet, Silver Glasses"
"fig-004741","Train Machinist - White Torso, Blue Overall, Blue Hat"
"fig-004742","Worker - Medium Blue Torso, Blue Overall, Glasses"
"fig-004743","Forklift Driver - Orange Vest, Dark Blue Legs, Red Helmet"
"fig-004744","Criminal, Open Black Jacket over Prison Shirt, Dark Bluish Grey Legs, Black Hat, Stubble"
"fig-004745","Security Officer - Bullet-Proof Vest, Dark Green Legs, Cap"
"fig-004746","Train Driver - Orange Vest, Olive Green Legs, Red Cap"
"fig-004747","Train Driver - Orange Vest, Olive Green Legs, Red Helmet, Female"
"fig-004748","Train Worker - Orange Vest, Dark Blue Legs, Light Yellow Hair, Female"
"fig-004749","Train Machinist - White Torso, Blue Striped Overall, Blue Hat"
"fig-004750","Train Worker - Orange Safety Vest, Orange Legs, Red Helmet"
"fig-004751","Train Worker - Orange Safety Vest, Orange Legs, Red Helmet"
"fig-004752","Train Worker - Orange Safety Vest, Orange Legs, Red Helmet, red Hair"
"fig-004753","Man, Black Jacket, White Arms. Blue Legs"
"fig-004754","Dark Blue Jacket, Blue Legs, Red Cap"
"fig-004755","Conductor - Dark Blue Jacket, Black Legs, Black Hat"
"fig-004756","Soldier (Imperial Guard) - Admiral"
"fig-004757","Soldier (Imperial Guard) - Blue Epaulettes"
"fig-004758","Soldier (Imperial Guard) - Admiral, Plume"
"fig-004759","Soldier (Imperial Soldier) - Backpack"
"fig-004760","Soldier (Imperial Soldier) - Governor, Red Plume"
"fig-004761","Soldier (Imperial Soldier) - Yellow Epaulettes"
"fig-004762","Soldier (Imperial Soldier) - Backpack, Newer Head"
"fig-004763","Soldier (Imperial Soldier) - Governor, Yellow Plume"
"fig-004764","Soldier (Imperial Soldier) - Red Epaulettes"
"fig-004765","Soldier (Imperial Soldier) - Reissue"
"fig-004767","Snowtrooper, Light Bluish Gray Hips, Neck Bracket with Printed 1 x 1 Tile and 1 x 1 Plate with Clip Light"
"fig-004768","Conductor - Dark Blue Jacket, Dark Bluish Grey Legs, Dark Red Hat"
"fig-004769","Woman - White Shirt with Stars, White Legs"
"fig-004770","Man - Hawaiian Shirt, Dark Blue Legs"
"fig-004771","Worker - Orange Safety Vest, Blue Legs, Red Helmet"
"fig-004772","Worker - Orange Safety Vest, Blue Legs, Red Helmet, Brown Beard"
"fig-004773","Worker - Orange Safety Vest, Blue Legs, Red Helmet, Grin"
"fig-004774","Conductor - Dark Blue Jacket, Sand Blue Legs, Dark Red Hat"
"fig-004775","Worker - Medium Blue Torso, Blue Overall, Red Helmet"
"fig-004776","Man - Red Jacket, Black Legs"
"fig-004777","Man - Tan Shirt, Blue Legs, Blue Cap"
"fig-004778","Man - Black Suit, Grin"
"fig-004779","Worker - Orange Safety Vest, Blue Legs, Red Helmet, Black Moustache"
"fig-004780","Train Machinist - White Torso, Blue Overall, Blue Hat, Red Scarf"
"fig-004781","Man - Dark Blue Jacket, Black Legs, Glasses"
"fig-004782","Man - Red Jacket, Black Legs, Black Cap, Green Backpack"
"fig-004783","Train Conductor - Dark Blue Jacket, Dark Blue Legs, Dark Red Hat, Glasses (3626b head)"
"fig-004784","Woman - Medium Blue Jacket, White Legs"
"fig-004785","Man - Black Suit, Sunglasses"
"fig-004786","Kid - White Torso, Green Legs, Green Cap"
"fig-004787","Woman - White Torso, Yellow Necklace, Red Legs"
"fig-004788","Man, Black Jacket over Red Shirt, Light Gray Legs, Brown Hair (3626b Head)"
"fig-004789","Train Worker - Red Vest, Blue Legs, White Helmet, Moustache"
"fig-004790","Train Worker - Red Vest, Blue Legs, White Helmet, Sunglasses"
"fig-004791","Woman - White Torso with Horse, White Legs"
"fig-004792","Man - Brown Jacket, Black Legs, Red Cap"
"fig-004793","Octan - Green Torso, Green Legs"
"fig-004794","Police - Sheriff, Black Suit"
"fig-004795","Woman - White Torso/Shirt, Blue Legs"
"fig-004796","Conductor - Blue Jacket, Blue Legs, Red Hat"
"fig-004797","Man, Green Jacket, Black Legs, White Cap"
"fig-004798","Conductor - Yellow Jacket, Dark gray Legs, Black Hat"
"fig-004799","Olivia - Adult, Spacesuit"
"fig-004800","Man - White Jacket, Blue Arms, Blue Legs"
"fig-004801","Woman - Red/White Striped Shirt, Red Arms, White Legs (3626b Head)"
"fig-004802","Woman - White Torso, Red Necklace, Red Legs, Brown Hair (3626b Head)"
"fig-004803","Man - White Torso with Palmtree, Blue Legs, Blue Cap"
"fig-004804","Man - Black Shirt, Yellow Legs, Red Cap"
"fig-004805","Man - With Shirt wit Truck, Blue Legs"
"fig-004806","Train Worker - Red/White Shirt, Blue Legs, Brown Hair (3626b Head)"
"fig-004807","Train Worker - Red/White Shirt, Blue Legs, Red Cap"
"fig-004808","Man - Blue Jacket, Green Legs"
"fig-004809","Train Worker - Red Vest, Dark Gray Legs, White Helmet, Moustache"
"fig-004810","Train Worker - Red/White Shirt, Blue Legs, Red Helmet"
"fig-004811","Man - White Torso with Red Brick, Blue Legs, Red Cap"
"fig-004812","Train Employee - Yellow Torso, Yellow Legs, Red Hat, Red Mask, Red Cape"
"fig-004813","Woman - Medium Blue Torso, Light Bluish Gray Legs"
"fig-004814","Man - Dark Blue Plaid Torso, Light Bluish Gray Legs"
"fig-004815","Man - Red Jacket, Red Legs"
"fig-004816","Man - Tan Shirt, Dark Bluish Gary Legs, Black Cap"
"fig-004817","Conductor - Dark Blue Jacket, Dark Blue Legs, Dark Red Hat, Glasses, Beard"
"fig-004818","Man, Blue Overalls, Black Hair (3626b Head)"
"fig-004819","Conductor - Blue Jacket, Black Legs, Red Hat (3626b Head)"
"fig-004820","Man - Blue/White Striped Torso, Blue Legs, Brown Backpack"
"fig-004821","Man - Blue/White Striped Torso, Blue Legs, Brown Hair"
"fig-004822","Woman - Red and White Striped Shirt, Red Legs, Black Hair (3626b Head)"
"fig-004823","Woman - White Torso, Yellow Necklace, White  Legs"
"fig-004824","Woman - White Torso, Red Necklace, Red Legs, Black Tails"
"fig-004825","Train Worker - Blue Jacket, Black Legs, Female"
"fig-004826","Train Worker - Red/White Shirt, Blue Legs, Red hat"
"fig-004827","Man - Black Suit, Light Bluish Gray Cowboy Hat"
"fig-004828","Man - Blue Suit, Blue Legs"
"fig-004829","Man - White Torso with Blue/Red Stripes, Blue Legs, Red Cap"
"fig-004830","Chef - White Torso, Light Gray Legs (3626a Head)"
"fig-004831","Woman - Red/White Striped Shirt, Red Arms, Red Legs, Brown Backpack"
"fig-004832","Astronaut, Pearl Titanium Spacesuit, Pearl Gold Epaulette and Helmet"
"fig-004833","Train Worker - Blue Jacket, Black Legs, Female, Black Hair"
"fig-004834","Man - Blue Jacket, Black Legs"
"fig-004835","Iron Drone / Devastator with Red Eyes"
"fig-004836","Iron Drone / Devastator"
"fig-004837","Gate Guard / Ryo"
"fig-004838","Ha-Ya-To"
"fig-004839","Devastator with Trans-Neon Green Torso and Red Eyes"
"fig-004840","Devastator with Trans-Medium Blue Torso"
"fig-004841","Devastator with Trans-Red Torso and Red Eyes"
"fig-004842","Devastator with Pearl Light Gray Torso and Red Eyes"
"fig-004843","Devastator with Pearl Light Gray Torso"
"fig-004844","Meca One"
"fig-004845","Keiken"
"fig-004846","Ryo in Silver Armor"
"fig-004847","Hikaru in Silver Armor"
"fig-004848","Takeshi in Silver Armor"
"fig-004849","Ha-Ya-To in Silver Armor"
"fig-004851","Skeleton, Standard Face, Straight Mechanical Arms (3626b Head)"
"fig-004852","Hitomi in Gold Armor"
"fig-004854","Devastator with Trans-Red Torso"
"fig-004855","Bane, Light Nougat Head (Dark Knight Trilogy)"
"fig-004856","Commissioner James Gordon (Dark Knight Trilogy)"
"fig-004857","Batman, Dark Bluish Gray Suit, Black Cape and Cowl, Light Nougat Head, Black Hips"
"fig-004858","Dick Grayson with Red Sweater with Dark Red Robins Pattern"
"fig-004859","Batman, Black Suit, Black Cape, Space Helmet (Space Suit)"
"fig-004860","Batman, Reggae Man Outfit"
"fig-004861","Batman, Dark Red Suit, Bright Light Orange Cape, Dark Red Cowl (Firestarter Outfit)"
"fig-004863","The Joker with Bright Light Orange Shirt, Dark Purple Vest and Large Grin with Sharp Teeth"
"fig-004864","Alfred Pennyworth, Balding, Sand Blue Batsuit"
"fig-004865","Batgirl, White Suit (Disco Outfit)"
"fig-004866","Batman, White Tuxedo, White Cape and Cowl (Disco Batman)"
"fig-004868","Robin in Disco Outfit"
"fig-004870","The Joker in Disco Outfit"
"fig-004871","Nightwing with Long Cape and Wings"
"fig-004872","Gentleman Ghost"
"fig-004873","Crazy Quilt"
"fig-004874","Harley Quinn in Cannon Ball Suit with Cape and Collar"
"fig-004875","El Dorado"
"fig-004876","Wonder Dog"
"fig-004877","Superman with Large Open Mouth Smile"
"fig-004878","Hawkgirl"
"fig-004879","Green Arrow with Dark Green Hat with Lime Feather"
"fig-004880","Alfred Pennyworth, Chauffeur Batsuit"
"fig-004881","Polka-Dot Man"
"fig-004882","Flying Monkey with Open Mouth"
"fig-004883","Flying Monkey with Closed Mouth"
"fig-004884","Pepper Potts, White Suit"
"fig-004885","Extremis Soldier"
"fig-004886","Iron Man Mark 42 Armor, Plain White Head"
"fig-004887","The Mandarin with Dark Green Cape"
"fig-004889","Tony Stark in Black Shirt with Chest Arc Reactor"
"fig-004890","War Machine"
"fig-004891","Aldrich Killian"
"fig-004892","Iron Man Mark 42 Armor"
"fig-004893","Beetle"
"fig-004894","Dr. Doom"
"fig-004895","J. Jonah Jameson"
"fig-004896","Nova"
"fig-004897","Venom with Black Tentacles"
"fig-004898","Nick Fury"
"fig-004899","Faora"
"fig-004900","General Zod with Helmet, Armor, and Cape"
